"SalesOrderDetailID","CarrierTrackingNumber","OrderQty","ProductID","SpecialOfferID","UnitPrice","LineTotal","ModifiedDate"
7014,"A757-4830-AE",3,772,1,2039.994,6119.982,"2002-03-01 00:00:00"
7015,"A757-4830-AE",4,774,1,2039.994,8159.976,"2002-03-01 00:00:00"
7016,"A757-4830-AE",3,711,1,20.1865,60.5595,"2002-03-01 00:00:00"
7017,"A757-4830-AE",3,778,1,2024.994,6074.982,"2002-03-01 00:00:00"
7018,"A757-4830-AE",2,773,1,2039.994,4079.988,"2002-03-01 00:00:00"
7019,"A757-4830-AE",1,741,1,818.7,818.7,"2002-03-01 00:00:00"
7020,"A757-4830-AE",6,709,1,5.7,34.2,"2002-03-01 00:00:00"
7021,"A757-4830-AE",1,743,1,714.7043,714.7043,"2002-03-01 00:00:00"
7022,"A757-4830-AE",2,771,1,2039.994,4079.988,"2002-03-01 00:00:00"
7023,"A757-4830-AE",5,776,1,2024.994,10124.97,"2002-03-01 00:00:00"
7024,"A757-4830-AE",5,777,1,2024.994,10124.97,"2002-03-01 00:00:00"
7025,"A757-4830-AE",2,748,1,722.5949,1445.1898,"2002-03-01 00:00:00"
7026,"A757-4830-AE",2,715,1,28.8404,57.6808,"2002-03-01 00:00:00"
7027,"A757-4830-AE",2,714,1,28.8404,57.6808,"2002-03-01 00:00:00"
7028,"A757-4830-AE",4,707,1,20.1865,80.746,"2002-03-01 00:00:00"
7029,"A757-4830-AE",2,775,1,2024.994,4049.988,"2002-03-01 00:00:00"
7030,"A757-4830-AE",7,708,1,20.1865,141.3055,"2002-03-01 00:00:00"
7031,"A757-4830-AE",5,716,1,28.8404,144.202,"2002-03-01 00:00:00"
7032,"213B-4D78-95",2,730,1,183.9382,367.8764,"2002-03-01 00:00:00"
7033,"213B-4D78-95",2,726,1,183.9382,367.8764,"2002-03-01 00:00:00"
7034,"052D-4EB1-A1",1,760,1,419.4589,419.4589,"2002-03-01 00:00:00"
7035,"052D-4EB1-A1",2,765,1,419.4589,838.9178,"2002-03-01 00:00:00"
7036,"052D-4EB1-A1",1,770,1,419.4589,419.4589,"2002-03-01 00:00:00"
7037,"052D-4EB1-A1",1,763,1,419.4589,419.4589,"2002-03-01 00:00:00"
7038,"052D-4EB1-A1",1,762,1,419.4589,419.4589,"2002-03-01 00:00:00"
7039,"052D-4EB1-A1",1,754,1,874.794,874.794,"2002-03-01 00:00:00"
7040,"D3A8-40B1-BF",1,762,1,419.4589,419.4589,"2002-03-01 00:00:00"
7041,"D3A8-40B1-BF",1,758,1,874.794,874.794,"2002-03-01 00:00:00"
7042,"D3A8-40B1-BF",1,765,1,419.4589,419.4589,"2002-03-01 00:00:00"
7043,"D3A8-40B1-BF",2,754,1,874.794,1749.588,"2002-03-01 00:00:00"
7044,"D3A8-40B1-BF",3,761,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7045,"D3A8-40B1-BF",2,770,1,419.4589,838.9178,"2002-03-01 00:00:00"
7046,"D3A8-40B1-BF",1,753,1,2146.962,2146.962,"2002-03-01 00:00:00"
7047,"D3A8-40B1-BF",3,760,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7048,"B424-4A7F-B4",2,774,1,2039.994,4079.988,"2002-03-01 00:00:00"
7049,"B424-4A7F-B4",1,771,1,2039.994,2039.994,"2002-03-01 00:00:00"
7050,"B424-4A7F-B4",2,776,1,2024.994,4049.988,"2002-03-01 00:00:00"
7051,"B424-4A7F-B4",2,709,1,5.7,11.4,"2002-03-01 00:00:00"
7052,"B424-4A7F-B4",1,777,1,2024.994,2024.994,"2002-03-01 00:00:00"
7053,"BE3F-40B0-95",2,777,1,2024.994,4049.988,"2002-03-01 00:00:00"
7054,"BE3F-40B0-95",2,774,1,2039.994,4079.988,"2002-03-01 00:00:00"
7055,"BE3F-40B0-95",1,776,1,2024.994,2024.994,"2002-03-01 00:00:00"
7056,"BE3F-40B0-95",1,778,1,2024.994,2024.994,"2002-03-01 00:00:00"
7057,"BE3F-40B0-95",5,771,1,2039.994,10199.97,"2002-03-01 00:00:00"
7058,"BE3F-40B0-95",4,773,1,2039.994,8159.976,"2002-03-01 00:00:00"
7059,"BE3F-40B0-95",2,775,1,2024.994,4049.988,"2002-03-01 00:00:00"
7060,"BE3F-40B0-95",10,709,1,5.7,57.0,"2002-03-01 00:00:00"
7061,"BE3F-40B0-95",3,772,1,2039.994,6119.982,"2002-03-01 00:00:00"
7062,"DC0C-4102-83",1,765,1,419.4589,419.4589,"2002-03-01 00:00:00"
7063,"DC0C-4102-83",1,763,1,419.4589,419.4589,"2002-03-01 00:00:00"
7064,"DC0C-4102-83",1,760,1,419.4589,419.4589,"2002-03-01 00:00:00"
7065,"DC0C-4102-83",4,761,1,419.4589,1677.8356,"2002-03-01 00:00:00"
7066,"DC0C-4102-83",3,770,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7067,"DC0C-4102-83",2,762,1,419.4589,838.9178,"2002-03-01 00:00:00"
7068,"DC0C-4102-83",3,758,1,874.794,2624.382,"2002-03-01 00:00:00"
7069,"E477-44D2-B0",2,768,1,419.4589,838.9178,"2002-03-01 00:00:00"
7070,"E477-44D2-B0",6,770,1,419.4589,2516.7534,"2002-03-01 00:00:00"
7071,"E477-44D2-B0",1,765,1,419.4589,419.4589,"2002-03-01 00:00:00"
7072,"E477-44D2-B0",4,767,1,419.4589,1677.8356,"2002-03-01 00:00:00"
7073,"E477-44D2-B0",4,762,1,419.4589,1677.8356,"2002-03-01 00:00:00"
7074,"E477-44D2-B0",1,751,1,2146.962,2146.962,"2002-03-01 00:00:00"
7075,"E477-44D2-B0",6,769,1,419.4589,2516.7534,"2002-03-01 00:00:00"
7076,"E477-44D2-B0",2,759,1,419.4589,838.9178,"2002-03-01 00:00:00"
7077,"E477-44D2-B0",3,753,1,2146.962,6440.886,"2002-03-01 00:00:00"
7078,"E477-44D2-B0",4,757,1,874.794,3499.176,"2002-03-01 00:00:00"
7079,"E477-44D2-B0",1,758,1,874.794,874.794,"2002-03-01 00:00:00"
7080,"E477-44D2-B0",1,752,1,2146.962,2146.962,"2002-03-01 00:00:00"
7081,"E477-44D2-B0",3,715,1,28.8404,86.5212,"2002-03-01 00:00:00"
7082,"E477-44D2-B0",1,766,1,419.4589,419.4589,"2002-03-01 00:00:00"
7083,"E477-44D2-B0",3,763,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7084,"E477-44D2-B0",5,755,1,874.794,4373.97,"2002-03-01 00:00:00"
7085,"E477-44D2-B0",3,712,1,5.1865,15.5595,"2002-03-01 00:00:00"
7086,"E477-44D2-B0",3,764,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7087,"E477-44D2-B0",1,760,1,419.4589,419.4589,"2002-03-01 00:00:00"
7088,"E477-44D2-B0",1,750,1,2146.962,2146.962,"2002-03-01 00:00:00"
7089,"E477-44D2-B0",3,749,1,2146.962,6440.886,"2002-03-01 00:00:00"
7090,"E477-44D2-B0",6,754,1,874.794,5248.764,"2002-03-01 00:00:00"
7091,"E477-44D2-B0",4,756,1,874.794,3499.176,"2002-03-01 00:00:00"
7092,"0A3A-4E54-9A",1,770,1,419.4589,419.4589,"2002-03-01 00:00:00"
7093,"0A3A-4E54-9A",1,755,1,874.794,874.794,"2002-03-01 00:00:00"
7094,"0A3A-4E54-9A",1,756,1,874.794,874.794,"2002-03-01 00:00:00"
7095,"0A3A-4E54-9A",2,738,1,178.5808,357.1616,"2002-03-01 00:00:00"
7096,"0A3A-4E54-9A",6,765,1,419.4589,2516.7534,"2002-03-01 00:00:00"
7097,"0A3A-4E54-9A",1,767,1,419.4589,419.4589,"2002-03-01 00:00:00"
7098,"0A3A-4E54-9A",3,760,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7099,"0A3A-4E54-9A",6,711,1,20.1865,121.119,"2002-03-01 00:00:00"
7100,"0A3A-4E54-9A",2,769,1,419.4589,838.9178,"2002-03-01 00:00:00"
7101,"0A3A-4E54-9A",3,759,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7102,"0A3A-4E54-9A",1,752,1,2146.962,2146.962,"2002-03-01 00:00:00"
7103,"0A3A-4E54-9A",1,753,1,2146.962,2146.962,"2002-03-01 00:00:00"
7104,"0A3A-4E54-9A",4,763,1,419.4589,1677.8356,"2002-03-01 00:00:00"
7105,"0A3A-4E54-9A",1,749,1,2146.962,2146.962,"2002-03-01 00:00:00"
7106,"0A3A-4E54-9A",3,768,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7107,"0A3A-4E54-9A",1,762,1,419.4589,419.4589,"2002-03-01 00:00:00"
7108,"0A3A-4E54-9A",4,754,1,874.794,3499.176,"2002-03-01 00:00:00"
7109,"0A3A-4E54-9A",2,729,1,183.9382,367.8764,"2002-03-01 00:00:00"
7110,"0A3A-4E54-9A",6,766,1,419.4589,2516.7534,"2002-03-01 00:00:00"
7111,"0A3A-4E54-9A",4,758,1,874.794,3499.176,"2002-03-01 00:00:00"
7112,"0A3A-4E54-9A",7,715,1,28.8404,201.8828,"2002-03-01 00:00:00"
7113,"0A3A-4E54-9A",4,764,1,419.4589,1677.8356,"2002-03-01 00:00:00"
7114,"0A3A-4E54-9A",5,751,1,2146.962,10734.81,"2002-03-01 00:00:00"
7115,"0A3A-4E54-9A",2,761,1,419.4589,838.9178,"2002-03-01 00:00:00"
7116,"0A3A-4E54-9A",6,750,1,2146.962,12881.772,"2002-03-01 00:00:00"
7117,"0A3A-4E54-9A",5,712,1,5.1865,25.9325,"2002-03-01 00:00:00"
7118,"5C52-4027-BE",4,758,1,874.794,3499.176,"2002-03-01 00:00:00"
7119,"5C52-4027-BE",3,760,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7120,"5C52-4027-BE",3,770,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7121,"5C52-4027-BE",3,762,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7122,"AF2A-49F1-92",1,755,1,874.794,874.794,"2002-03-01 00:00:00"
7123,"AF2A-49F1-92",1,764,1,419.4589,419.4589,"2002-03-01 00:00:00"
7124,"AF2A-49F1-92",2,715,1,28.8404,57.6808,"2002-03-01 00:00:00"
7125,"AF2A-49F1-92",2,716,1,28.8404,57.6808,"2002-03-01 00:00:00"
7126,"AF2A-49F1-92",3,768,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7127,"AF2A-49F1-92",3,732,1,356.898,1070.694,"2002-03-01 00:00:00"
7128,"AF2A-49F1-92",1,711,1,20.1865,20.1865,"2002-03-01 00:00:00"
7129,"AF2A-49F1-92",1,708,1,20.1865,20.1865,"2002-03-01 00:00:00"
7130,"AF2A-49F1-92",2,765,1,419.4589,838.9178,"2002-03-01 00:00:00"
7131,"AF2A-49F1-92",2,760,1,419.4589,838.9178,"2002-03-01 00:00:00"
7132,"AF2A-49F1-92",5,712,1,5.1865,25.9325,"2002-03-01 00:00:00"
7133,"AF2A-49F1-92",1,707,1,20.1865,20.1865,"2002-03-01 00:00:00"
7134,"AF2A-49F1-92",2,762,1,419.4589,838.9178,"2002-03-01 00:00:00"
7135,"AF2A-49F1-92",2,758,1,874.794,1749.588,"2002-03-01 00:00:00"
7136,"AF2A-49F1-92",4,738,1,178.5808,714.3232,"2002-03-01 00:00:00"
7137,"AF2A-49F1-92",1,753,1,2146.962,2146.962,"2002-03-01 00:00:00"
7138,"AF2A-49F1-92",1,725,1,183.9382,183.9382,"2002-03-01 00:00:00"
7139,"87C3-40D7-80",6,773,1,2039.994,12239.964,"2002-03-01 00:00:00"
7140,"87C3-40D7-80",14,709,2,5.51,75.5972,"2002-03-01 00:00:00"
7141,"87C3-40D7-80",3,775,1,2024.994,6074.982,"2002-03-01 00:00:00"
7142,"87C3-40D7-80",5,776,1,2024.994,10124.97,"2002-03-01 00:00:00"
7143,"87C3-40D7-80",5,771,1,2039.994,10199.97,"2002-03-01 00:00:00"
7144,"87C3-40D7-80",8,772,1,2039.994,16319.952,"2002-03-01 00:00:00"
7145,"87C3-40D7-80",3,777,1,2024.994,6074.982,"2002-03-01 00:00:00"
7146,"87C3-40D7-80",2,778,1,2024.994,4049.988,"2002-03-01 00:00:00"
7147,"87C3-40D7-80",2,774,1,2039.994,4079.988,"2002-03-01 00:00:00"
7148,"24D3-4CD4-AB",2,777,1,2024.994,4049.988,"2002-03-01 00:00:00"
7149,"24D3-4CD4-AB",2,772,1,2039.994,4079.988,"2002-03-01 00:00:00"
7150,"24D3-4CD4-AB",1,773,1,2039.994,2039.994,"2002-03-01 00:00:00"
7151,"24D3-4CD4-AB",1,708,1,20.1865,20.1865,"2002-03-01 00:00:00"
7152,"24D3-4CD4-AB",1,714,1,28.8404,28.8404,"2002-03-01 00:00:00"
7153,"24D3-4CD4-AB",2,711,1,20.1865,40.373,"2002-03-01 00:00:00"
7154,"24D3-4CD4-AB",3,707,1,20.1865,60.5595,"2002-03-01 00:00:00"
7155,"24D3-4CD4-AB",1,748,1,722.5949,722.5949,"2002-03-01 00:00:00"
7156,"24D3-4CD4-AB",2,712,1,5.1865,10.373,"2002-03-01 00:00:00"
7157,"24D3-4CD4-AB",5,775,1,2024.994,10124.97,"2002-03-01 00:00:00"
7158,"24D3-4CD4-AB",9,715,1,28.8404,259.5636,"2002-03-01 00:00:00"
7159,"24D3-4CD4-AB",2,771,1,2039.994,4079.988,"2002-03-01 00:00:00"
7160,"B11A-41CE-84",2,743,1,714.7043,1429.4086,"2002-03-01 00:00:00"
7161,"B11A-41CE-84",1,741,1,818.7,818.7,"2002-03-01 00:00:00"
7162,"B11A-41CE-84",8,778,1,2024.994,16199.952,"2002-03-01 00:00:00"
7163,"B11A-41CE-84",3,711,1,20.1865,60.5595,"2002-03-01 00:00:00"
7164,"B11A-41CE-84",7,776,1,2024.994,14174.958,"2002-03-01 00:00:00"
7165,"B11A-41CE-84",1,745,1,809.76,809.76,"2002-03-01 00:00:00"
7166,"B11A-41CE-84",1,742,1,722.5949,722.5949,"2002-03-01 00:00:00"
7167,"B11A-41CE-84",4,715,1,28.8404,115.3616,"2002-03-01 00:00:00"
7168,"B11A-41CE-84",2,771,1,2039.994,4079.988,"2002-03-01 00:00:00"
7169,"B11A-41CE-84",2,712,1,5.1865,10.373,"2002-03-01 00:00:00"
7170,"B11A-41CE-84",2,777,1,2024.994,4049.988,"2002-03-01 00:00:00"
7171,"B11A-41CE-84",2,716,1,28.8404,57.6808,"2002-03-01 00:00:00"
7172,"B11A-41CE-84",2,709,1,5.7,11.4,"2002-03-01 00:00:00"
7173,"B11A-41CE-84",6,772,1,2039.994,12239.964,"2002-03-01 00:00:00"
7174,"B11A-41CE-84",1,747,1,714.7043,714.7043,"2002-03-01 00:00:00"
7175,"B11A-41CE-84",3,774,1,2039.994,6119.982,"2002-03-01 00:00:00"
7176,"B11A-41CE-84",3,708,1,20.1865,60.5595,"2002-03-01 00:00:00"
7177,"B11A-41CE-84",2,775,1,2024.994,4049.988,"2002-03-01 00:00:00"
7178,"A9AB-44F3-9F",3,726,1,183.9382,551.8146,"2002-03-01 00:00:00"
7179,"A9AB-44F3-9F",2,766,1,419.4589,838.9178,"2002-03-01 00:00:00"
7180,"A9AB-44F3-9F",3,761,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7181,"A9AB-44F3-9F",6,762,1,419.4589,2516.7534,"2002-03-01 00:00:00"
7182,"A9AB-44F3-9F",6,763,1,419.4589,2516.7534,"2002-03-01 00:00:00"
7183,"A9AB-44F3-9F",2,754,1,874.794,1749.588,"2002-03-01 00:00:00"
7184,"A9AB-44F3-9F",2,770,1,419.4589,838.9178,"2002-03-01 00:00:00"
7185,"A9AB-44F3-9F",1,764,1,419.4589,419.4589,"2002-03-01 00:00:00"
7186,"A9AB-44F3-9F",4,725,1,183.9382,735.7528,"2002-03-01 00:00:00"
7187,"A9AB-44F3-9F",1,714,1,28.8404,28.8404,"2002-03-01 00:00:00"
7188,"A9AB-44F3-9F",3,768,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7189,"A9AB-44F3-9F",4,730,1,183.9382,735.7528,"2002-03-01 00:00:00"
7190,"A9AB-44F3-9F",5,760,1,419.4589,2097.2945,"2002-03-01 00:00:00"
7191,"A9AB-44F3-9F",2,756,1,874.794,1749.588,"2002-03-01 00:00:00"
7192,"A9AB-44F3-9F",2,729,1,183.9382,367.8764,"2002-03-01 00:00:00"
7193,"A9AB-44F3-9F",6,765,1,419.4589,2516.7534,"2002-03-01 00:00:00"
7194,"A9AB-44F3-9F",1,738,1,178.5808,178.5808,"2002-03-01 00:00:00"
7195,"A9AB-44F3-9F",2,755,1,874.794,1749.588,"2002-03-01 00:00:00"
7196,"A9AB-44F3-9F",2,732,1,356.898,713.796,"2002-03-01 00:00:00"
7197,"2C02-480B-8E",1,758,1,874.794,874.794,"2002-03-01 00:00:00"
7198,"2C02-480B-8E",1,762,1,419.4589,419.4589,"2002-03-01 00:00:00"
7199,"2C02-480B-8E",2,770,1,419.4589,838.9178,"2002-03-01 00:00:00"
7200,"2C02-480B-8E",5,763,1,419.4589,2097.2945,"2002-03-01 00:00:00"
7201,"2C02-480B-8E",2,757,1,874.794,1749.588,"2002-03-01 00:00:00"
7202,"2C02-480B-8E",1,756,1,874.794,874.794,"2002-03-01 00:00:00"
7203,"2C02-480B-8E",2,766,1,419.4589,838.9178,"2002-03-01 00:00:00"
7204,"2C02-480B-8E",4,751,1,2146.962,8587.848,"2002-03-01 00:00:00"
7205,"2C02-480B-8E",3,761,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7206,"2C02-480B-8E",1,754,1,874.794,874.794,"2002-03-01 00:00:00"
7207,"2C02-480B-8E",1,760,1,419.4589,419.4589,"2002-03-01 00:00:00"
7208,"2C02-480B-8E",1,765,1,419.4589,419.4589,"2002-03-01 00:00:00"
7209,"2C02-480B-8E",1,753,1,2146.962,2146.962,"2002-03-01 00:00:00"
7210,"2C02-480B-8E",5,749,1,2146.962,10734.81,"2002-03-01 00:00:00"
7211,"2C02-480B-8E",1,764,1,419.4589,419.4589,"2002-03-01 00:00:00"
7212,"58F7-4886-A6",1,771,1,2039.994,2039.994,"2002-03-01 00:00:00"
7213,"58F7-4886-A6",1,774,1,2039.994,2039.994,"2002-03-01 00:00:00"
7214,"58F7-4886-A6",1,775,1,2024.994,2024.994,"2002-03-01 00:00:00"
7215,"4B32-4123-91",3,760,1,419.4589,1258.3767,"2002-03-01 00:00:00"
7216,"B195-4977-8E",3,771,1,2039.994,6119.982,"2002-03-01 00:00:00"
7217,"B195-4977-8E",4,778,1,2024.994,8099.976,"2002-03-01 00:00:00"
7218,"B195-4977-8E",4,775,1,2024.994,8099.976,"2002-03-01 00:00:00"
7219,"B195-4977-8E",5,709,1,5.7,28.5,"2002-03-01 00:00:00"
7220,"B195-4977-8E",6,776,1,2024.994,12149.964,"2002-03-01 00:00:00"
7221,"B195-4977-8E",1,772,1,2039.994,2039.994,"2002-03-01 00:00:00"
7222,"B195-4977-8E",2,773,1,2039.994,4079.988,"2002-03-01 00:00:00"
7223,"B195-4977-8E",4,777,1,2024.994,8099.976,"2002-03-01 00:00:00"
7224,"B195-4977-8E",2,715,1,28.8404,57.6808,"2002-03-01 00:00:00"
7225,"B195-4977-8E",4,774,1,2039.994,8159.976,"2002-03-01 00:00:00"
7226,"B195-4977-8E",6,712,1,5.1865,31.119,"2002-03-01 00:00:00"
7227,"D3C4-4FED-A4",1,729,1,183.9382,183.9382,"2002-03-01 00:00:00"
7228,"D3C4-4FED-A4",2,755,1,874.794,1749.588,"2002-03-01 00:00:00"
7229,"D3C4-4FED-A4",2,767,1,419.4589,838.9178,"2002-03-01 00:00:00"
7230,"D3C4-4FED-A4",3,758,1,874.794,2624.382,"2002-03-01 00:00:00"
7231,"D3C4-4FED-A4",1,761,1,419.4589,419.4589,"2002-03-01 00:00:00"
7232,"D3C4-4FED-A4",1,751,1,2146.962,2146.962,"2002-03-01 00:00:00"
7233,"D3C4-4FED-A4",2,763,1,419.4589,838.9178,"2002-03-01 00:00:00"
7234,"D3C4-4FED-A4",1,725,1,183.9382,183.9382,"2002-03-01 00:00:00"
7235,"D3C4-4FED-A4",1,738,1,178.5808,178.5808,"2002-03-01 00:00:00"
7236,"D3C4-4FED-A4",1,754,1,874.794,874.794,"2002-03-01 00:00:00"
7237,"D3C4-4FED-A4",5,760,1,419.4589,2097.2945,"2002-03-01 00:00:00"
7238,"D3C4-4FED-A4",1,757,1,874.794,874.794,"2002-03-01 00:00:00"
7239,"D3C4-4FED-A4",2,762,1,419.4589,838.9178,"2002-03-01 00:00:00"
7240,"D3C4-4FED-A4",4,749,1,2146.962,8587.848,"2002-03-01 00:00:00"
7241,"D3C4-4FED-A4",2,711,1,20.1865,40.373,"2002-03-01 00:00:00"
7242,"D3C4-4FED-A4",1,759,1,419.4589,419.4589,"2002-03-01 00:00:00"
7243,"D3C4-4FED-A4",1,750,1,2146.962,2146.962,"2002-03-01 00:00:00"
7244,"D3C4-4FED-A4",1,770,1,419.4589,419.4589,"2002-03-01 00:00:00"
7245,"75B5-4F4F-84",2,758,1,874.794,1749.588,"2002-03-01 00:00:00"
7246,"75B5-4F4F-84",1,761,1,419.4589,419.4589,"2002-03-01 00:00:00"
7247,"75B5-4F4F-84",1,765,1,419.4589,419.4589,"2002-03-01 00:00:00"
7248,"75B5-4F4F-84",1,754,1,874.794,874.794,"2002-03-01 00:00:00"
7249,"BFF8-43A8-AF",2,742,1,722.5949,1445.1898,"2002-03-01 00:00:00"
7250,"BFF8-43A8-AF",1,745,1,809.76,809.76,"2002-03-01 00:00:00"
7251,"BFF8-43A8-AF",1,775,1,2024.994,2024.994,"2002-03-01 00:00:00"
7252,"DD65-42A2-80",1,743,1,714.7043,714.7043,"2002-03-01 00:00:00"
7253,"DD65-42A2-80",2,778,1,2024.994,4049.988,"2002-03-01 00:00:00"
7254,"DD65-42A2-80",6,775,1,2024.994,12149.964,"2002-03-01 00:00:00"
7255,"DD65-42A2-80",6,771,1,2039.994,12239.964,"2002-03-01 00:00:00"
7256,"DD65-42A2-80",1,774,1,2039.994,2039.994,"2002-03-01 00:00:00"
7257,"DD65-42A2-80",2,741,1,818.7,1637.4,"2002-03-01 00:00:00"
7258,"DD65-42A2-80",2,748,1,722.5949,1445.1898,"2002-03-01 00:00:00"
7259,"DD65-42A2-80",3,773,1,2039.994,6119.982,"2002-03-01 00:00:00"
7260,"DD65-42A2-80",9,777,1,2024.994,18224.946,"2002-03-01 00:00:00"
7261,"DD65-42A2-80",8,709,1,5.7,45.6,"2002-03-01 00:00:00"
7262,"DD65-42A2-80",2,776,1,2024.994,4049.988,"2002-03-01 00:00:00"
7263,"B963-45A4-B4",4,771,1,2039.994,8159.976,"2002-03-01 00:00:00"
7264,"B963-45A4-B4",3,714,1,28.8404,86.5212,"2002-03-01 00:00:00"
7265,"B963-45A4-B4",2,772,1,2039.994,4079.988,"2002-03-01 00:00:00"
7266,"B963-45A4-B4",2,775,1,2024.994,4049.988,"2002-03-01 00:00:00"
7267,"B963-45A4-B4",6,715,1,28.8404,173.0424,"2002-03-01 00:00:00"
7268,"B963-45A4-B4",2,776,1,2024.994,4049.988,"2002-03-01 00:00:00"
7269,"B963-45A4-B4",2,708,1,20.1865,40.373,"2002-03-01 00:00:00"
7270,"B963-45A4-B4",3,773,1,2039.994,6119.982,"2002-03-01 00:00:00"
7271,"B963-45A4-B4",2,709,1,5.7,11.4,"2002-03-01 00:00:00"
7272,"B963-45A4-B4",4,711,1,20.1865,80.746,"2002-03-01 00:00:00"
7273,"B963-45A4-B4",3,716,1,28.8404,86.5212,"2002-03-01 00:00:00"
7274,"B963-45A4-B4",1,747,1,714.7043,714.7043,"2002-03-01 00:00:00"
7275,"B963-45A4-B4",3,777,1,2024.994,6074.982,"2002-03-01 00:00:00"
7276,"B963-45A4-B4",1,707,1,20.1865,20.1865,"2002-03-01 00:00:00"
7277,"B963-45A4-B4",1,745,1,809.76,809.76,"2002-03-01 00:00:00"
7278,"E2D7-4E06-80",1,755,1,874.794,874.794,"2002-03-01 00:00:00"
7279,"01C4-4B5B-95",1,758,1,874.794,874.794,"2002-03-01 00:00:00"
7280,"32F9-4A87-9D",1,770,1,419.4589,419.4589,"2002-03-01 00:00:00"
7281,"32F9-4A87-9D",3,711,1,20.1865,60.5595,"2002-03-01 00:00:00"
7282,"32F9-4A87-9D",1,760,1,419.4589,419.4589,"2002-03-01 00:00:00"
7283,"32F9-4A87-9D",1,765,1,419.4589,419.4589,"2002-03-01 00:00:00"
7284,"32F9-4A87-9D",5,712,1,5.1865,25.9325,"2002-03-01 00:00:00"
7285,"32F9-4A87-9D",1,714,1,28.8404,28.8404,"2002-03-01 00:00:00"
7286,"32F9-4A87-9D",2,758,1,874.794,1749.588,"2002-03-01 00:00:00"
7287,"32F9-4A87-9D",2,738,1,178.5808,357.1616,"2002-03-01 00:00:00"
7288,"32F9-4A87-9D",1,725,1,183.9382,183.9382,"2002-03-01 00:00:00"
7289,"32F9-4A87-9D",1,729,1,183.9382,183.9382,"2002-03-01 00:00:00"
7290,"32F9-4A87-9D",3,707,1,20.1865,60.5595,"2002-03-01 00:00:00"
7291,"32F9-4A87-9D",2,715,1,28.8404,57.6808,"2002-03-01 00:00:00"
7292,"32F9-4A87-9D",1,716,1,28.8404,28.8404,"2002-03-01 00:00:00"
7293,"32F9-4A87-9D",5,754,1,874.794,4373.97,"2002-03-01 00:00:00"
7294,"32F9-4A87-9D",2,756,1,874.794,1749.588,"2002-03-01 00:00:00"
7295,"32F9-4A87-9D",1,764,1,419.4589,419.4589,"2002-03-01 00:00:00"
7296,"32F9-4A87-9D",1,766,1,419.4589,419.4589,"2002-03-01 00:00:00"
7297,"32F9-4A87-9D",2,753,1,2146.962,4293.924,"2002-03-01 00:00:00"
7298,"BCB2-44E3-B4",2,761,1,419.4589,838.9178,"2002-03-01 00:00:00"
7299,"BCB2-44E3-B4",1,763,1,419.4589,419.4589,"2002-03-01 00:00:00"
7300,"BCB2-44E3-B4",1,754,1,874.794,874.794,"2002-03-01 00:00:00"
7301,"530C-4FAB-9A",5,776,1,2024.994,10124.97,"2002-03-01 00:00:00"
7302,"530C-4FAB-9A",1,778,1,2024.994,2024.994,"2002-03-01 00:00:00"
7303,"530C-4FAB-9A",1,772,1,2039.994,2039.994,"2002-03-01 00:00:00"
7304,"530C-4FAB-9A",4,775,1,2024.994,8099.976,"2002-03-01 00:00:00"
7305,"530C-4FAB-9A",1,771,1,2039.994,2039.994,"2002-03-01 00:00:00"
7306,"530C-4FAB-9A",4,777,1,2024.994,8099.976,"2002-03-01 00:00:00"
7307,"BAA6-412D-87",5,771,1,2039.994,10199.97,"2002-03-01 00:00:00"
7308,"BAA6-412D-87",4,711,1,20.1865,80.746,"2002-03-01 00:00:00"
7309,"BAA6-412D-87",3,747,1,714.7043,2144.1129,"2002-03-01 00:00:00"
7310,"BAA6-412D-87",3,741,1,818.7,2456.1,"2002-03-01 00:00:00"
7311,"BAA6-412D-87",3,712,1,5.1865,15.5595,"2002-03-01 00:00:00"
7312,"BAA6-412D-87",2,778,1,2024.994,4049.988,"2002-03-01 00:00:00"
7313,"BAA6-412D-87",1,716,1,28.8404,28.8404,"2002-03-01 00:00:00"
7314,"BAA6-412D-87",5,776,1,2024.994,10124.97,"2002-03-01 00:00:00"
7315,"BAA6-412D-87",2,742,1,722.5949,1445.1898,"2002-03-01 00:00:00"
7316,"BAA6-412D-87",3,743,1,714.7043,2144.1129,"2002-03-01 00:00:00"
7317,"BAA6-412D-87",1,715,1,28.8404,28.8404,"2002-03-01 00:00:00"
7318,"BAA6-412D-87",4,775,1,2024.994,8099.976,"2002-03-01 00:00:00"
7319,"BAA6-412D-87",3,745,1,809.76,2429.28,"2002-03-01 00:00:00"
